RID,SID,text,polarity,category
1228,1228:2,Servisi hızlı.,positive,AMBIENCE#GENERAL
1228,1228:3,Ne zaman gitsek güler yüzle ayrılıyoruz.,positive,RESTAURANT#GENERAL
1228,1228:4,Köfteleri de lezzetli.,positive,SERVICE#GENERAL
1229,1229:0,Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz :,positive,AMBIENCE#GENERAL
1229,1229:1,) biz burayi cok sevdik cok romantik cok tatli.,positive,RESTAURANT#GENERAL
1229,1229:2,Tek kusuru masalar biraz yakin birbirine.,positive,DRINKS#QUALITY
1229,1229:3,Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,NULL,NULL
1229,1229:4,Mutlaka gelin gorun.,NULL,NULL
1230,1230:0,Manzarasi mukkemmel denize sifir olmasi sebebiyle.,conflict,AMBIENCE#GENERAL
1230,1230:1,Bahcesi huzurlu.,conflict,SERVICE#GENERAL
1230,1230:2,İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,NULL,NULL
1230,1230:3,Self servis olayi sıkıcı.,NULL,NULL
1230,1230:4,Bir yandan iyi pesinizde dolanan garsonlar yok.,NULL,NULL
1230,1230:5,Girip hava almak icin oturabilceginiz br yer.,NULL,NULL
1231,1231:0,"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",conflict,AMBIENCE#GENERAL
1231,1231:1,Ama kalabalık ve gürültüden dolayı çok fazla duramadık.,NULL,NULL
1232,1232:0,Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan.,conflict,FOOD#QUALITY
1232,1232:1,Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,negative,RESTAURANT#GENERAL
1233,1233:0,En iyi konumlu ögretmenevi!,positive,RESTAURANT#PRICES
1233,1233:1,"- Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis.",positive,LOCATION#GENERAL
1233,1233:2,"Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün.",positive,AMBIENCE#GENERAL
1233,1233:3,Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,neutral,RESTAURANT#GENERAL
1233,NULL,NULL,negative,SERVICE#GENERAL
1234,1234:0,"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",negative,SERVICE#GENERAL
1234,1234:1,"Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin.",negative,RESTAURANT#GENERAL
1234,1234:2,"Bir kere gittim, bir daha gitmem.",positive,FOOD#QUALITY
1234,NULL,NULL,negative,FOOD#STYLE_OPTIONS
1235,1235:0,Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,positive,AMBIENCE#GENERAL
1235,1235:1,O adreslerden biridir!,positive,FOOD#QUALITY
1235,1235:2,Pazar kahvaltilari benim Için mabeyin'dir.,NULL,NULL
1236,1236:0,Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,negative,RESTAURANT#PRICES
1236,1236:1,Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,negative,RESTAURANT#GENERAL
1236,1236:2,Begenmedim malesef.,negative,FOOD#QUALITY
1236,NULL,NULL,negative,SERVICE#GENERAL
1237,1237:0,"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",negative,RESTAURANT#PRICES
1237,1237:1,Menünün hiç bir özelliği yok.,negative,FOOD#STYLE_OPTIONS
1237,1237:2,"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",negative,RESTAURANT#GENERAL
1237,NULL,NULL,negative,FOOD#QUALITY
1237,NULL,NULL,negative,SERVICE#GENERAL
1238,1238:0,Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,positive,DRINKS#STYLE_OPTIONS
1238,1238:1,( 4 tarafı cam olduğu için yeterince ısıtamıyorlar.,conflict,AMBIENCE#GENERAL
1238,1238:2,Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,NULL,NULL
1239,1239:0,Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,negative,AMBIENCE#GENERAL
1239,1239:1,Sürekli kalabalık olan bir mekan.,negative,FOOD#QUALITY
1239,1239:2,Üniversiteliler çok sık uğruyor.,positive,RESTAURANT#GENERAL
1239,1239:3,Kadıköydeki gözde mekanlardan biri,NULL,NULL
1240,1240:0,Çay denilince akla ilk gelen yer:,positive,DRINKS#STYLE_OPTIONS
1240,1240:1,)) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz:,positive,DRINKS#QUALITY
1240,1240:2,) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır:,positive,RESTAURANT#GENERAL
1240,1240:3,)) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,positive,AMBIENCE#GENERAL
1241,1241:0,Kesinlikle verdiğim puanı hakeden bir mekan.,positive,FOOD#QUALITY
1241,1241:1,Küçük şirin bir konsepte sahip.,positive,AMBIENCE#GENERAL
1241,1241:2,Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,positive,RESTAURANT#GENERAL
1242,1242:0,Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini...,negative,RESTAURANT#PRICES
1242,1242:1,Yakinlarda gittim servis berbat.,positive,FOOD#QUALITY
1242,1242:2,"Fiyat yüksek, kart geçmiyor...",negative,RESTAURANT#GENERAL
1242,1242:3,Yine de sorbe dondurmasi güzeldir.,negative,SERVICE#GENERAL
1243,1243:0,Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,positive,FOOD#QUALITY
1243,1243:1,"Yalnız önceden arayın, var mı kaldı mı diye sorun.",positive,FOOD#STYLE_OPTIONS
1243,1243:2,Özel bir sunumla masanıza geliyor.,NULL,NULL
1243,1243:3,Bir de mantar çanakları denenebilir.,NULL,NULL
1244,1244:0,"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",positive,RESTAURANT#GENERAL
1244,1244:1,Halka açik olmasi ise son derece güzel.,positive,FOOD#PRICES
1244,1244:2,Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,positive,AMBIENCE#GENERAL
1244,NULL,NULL,positive,FOOD#QUALITY
1244,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1245,1245:0,Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil.,conflict,AMBIENCE#GENERAL
1245,1245:1,"Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor.",positive,RESTAURANT#GENERAL
1245,1245:2,Belli bir saate kadar bistro seklinde olusu da guzel.,NULL,NULL
1245,1245:3,Yazin camekan olmasi hos ancak kisin donmustuk.,NULL,NULL
1245,1245:4,Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.,NULL,NULL
1246,1246:0,"Kendi biralarindan denenmeli, guzel biralar vardi.",positive,DRINKS#STYLE_OPTIONS
1246,1246:1,Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz.,positive,DRINKS#QUALITY
1246,1246:2,"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",positive,AMBIENCE#GENERAL
1247,1247:0,Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim.,positive,RESTAURANT#GENERAL
1247,1247:1,"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",positive,DRINKS#STYLE_OPTIONS
1247,1247:2,"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",positive,AMBIENCE#GENERAL
1247,1247:3,Her daim gidilebilecek bir mekan.,positive,FOOD#QUALITY
1247,1247:4,"Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız.",positive,SERVICE#GENERAL
1247,1247:5,Maç günü yer bulmanız çok zor.,NULL,NULL
1248,1248:0,Kadıköy'ün kemik mekanı.,positive,FOOD#QUALITY
1248,1248:1,Hep klasik kaliteyi bulabilmeniz mümkün.,positive,RESTAURANT#GENERAL
1248,1248:2,Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,NULL,NULL
1249,1249:0,Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan.,positive,AMBIENCE#GENERAL
1249,1249:1,İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,negative,FOOD#QUALITY
1249,1249:2,Esas konumuz olan yemeklere gelince çok pozitif olamaycağım.,NULL,NULL
1249,1249:3,ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,NULL,NULL
1250,1250:0,Mekanı bilmeyeniniz yoktur.,negative,FOOD#QUALITY
1250,1250:1,"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",neutral,RESTAURANT#GENERAL
1250,1250:2,Bu konuda her mekan böyledir,positive,AMBIENCE#GENERAL
1251,1251:0,"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip.",negative,SERVICE#GENERAL
1251,1251:1,Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,NULL,NULL
1252,1252:0,Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,positive,AMBIENCE#GENERAL
1252,1252:1,Bir kez daha sans vereceğim.,negative,RESTAURANT#GENERAL
1252,1252:2,"Servisi bazen iyi, bazen kötü.",positive,FOOD#QUALITY
1252,1252:3,Mekan tasarımı iyi.,neutral,SERVICE#GENERAL
1253,1253:0,Ofiste bir tatli kriziyle Tavuk Gögsü ve Kabak Tatlisi siparis ettik.,positive,FOOD#QUALITY
1253,1253:1,Ikisi de birbirinden lezzetli.,positive,SERVICE#GENERAL
1253,1253:2,Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,NULL,NULL
1253,1253:3,Keske fotograf çekmeye de firsatimiz olsaydi.,NULL,NULL
1253,1253:4,) Bu arada hizli servis için tesekkür ediyoruz.,NULL,NULL
1253,1253:5,Tatli krizi ancak böyle sahane bastirilabilirdi.,NULL,NULL
1254,1254:0,mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,negative,RESTAURANT#PRICES
1254,NULL,NULL,positive,FOOD#QUALITY
1254,NULL,NULL,positive,DRINKS#QUALITY
1254,NULL,NULL,positive,RESTAURANT#GENERAL
1254,NULL,NULL,neutral,SERVICE#GENERAL
1255,1255:0,gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,negative,RESTAURANT#PRICES
1255,NULL,NULL,positive,LOCATION#GENERAL
1255,NULL,NULL,negative,AMBIENCE#GENERAL
1256,1256:0,Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,negative,RESTAURANT#PRICES
1256,1256:1,"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",negative,RESTAURANT#GENERAL
1256,1256:2,Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,negative,FOOD#QUALITY
1256,NULL,NULL,negative,SERVICE#GENERAL
1257,1257:0,Herseyi birakin manzarasi yeter zaten.,positive,AMBIENCE#GENERAL
1257,1257:1,Denize sifir hatta oyle ki gecen gemilerden dolayi olusan dalgalar sizi islatir mi acaba diye bir korkuya kapiliyorsunuz ;) kahve ic manzarayi yani bogazi seyret yetti de artti bile.,NULL,NULL
1258,1258:0,Sadece manzarası başka bence artı değeri yok.,positive,DRINKS#QUALITY
1258,1258:1,O da eğer yer bulabilirseniz.,positive,FOOD#QUALITY
1258,1258:2,Çalışanları çok kaba.,positive,AMBIENCE#GENERAL
1258,1258:3,Sizi saatlerce sırada bekletip önünüze başkalarını alabiliyor.,negative,RESTAURANT#GENERAL
1258,1258:4,Passion fruit'lu dondurması ve içeceğini beğendim.,negative,SERVICE#GENERAL
1258,1258:5,Aşşk-ı Memnu vasat bir tada sahip bence.,NULL,NULL
1258,1258:6,Bir daha gider miyim?,NULL,NULL
1258,1258:7,Bilmiyorum.,NULL,NULL
1259,1259:0,Fena değil ama menemen için fiyat yüksek.,negative,FOOD#PRICES
1259,1259:1,"Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter.",neutral,FOOD#QUALITY
1259,1259:2,Çok sulu olduğu için zaten bol ekmekle yeniyor.,positive,FOOD#STYLE_OPTIONS
1260,1260:0,Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,positive,AMBIENCE#GENERAL
1261,1261:0,Hayır.,neutral,FOOD#PRICES
1261,1261:1,Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,positive,AMBIENCE#GENERAL
1261,1261:2,"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",positive,FOOD#QUALITY
1261,1261:3,"Servis sıkıntılıydı, sevemedim.",negative,SERVICE#GENERAL
1261,1261:4,Ayrıca bahsettiğim meşhur tatlı 21 tl,NULL,NULL
1262,1262:0,Aslında doymuştuk ama gözümüzün açlığından patatesli mantısını da denedik gayet iyiydi ama ekstra bir özelliği yoktu.,positive,RESTAURANT#GENERAL
1262,1262:1,İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,positive,RESTAURANT#PRICES
1262,1262:2,İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,negative,AMBIENCE#GENERAL
1262,1262:3,Fiyatlar gayet uygun.,neutral,FOOD#QUALITY
1262,NULL,NULL,negative,SERVICE#GENERAL
1263,1263:0,Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı.,positive,FOOD#QUALITY
1263,1263:1,Menemeni güzel denebilir.,negative,RESTAURANT#GENERAL
1263,1263:2,Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin.,negative,FOOD#STYLE_OPTIONS
1263,1263:3,Zengini buysa normali nasıl olur.,NULL,NULL
1264,1264:0,Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,negative,FOOD#QUALITY
1264,1264:1,Bu kadar popülersin o kötü durumdaki mekanı tadilattan geçirmek çok mu zor.,negative,AMBIENCE#GENERAL
1264,1264:2,Adıyla meşhur menemen yiyeyim dedim domates kabuğu ayıklamaktan hiçbir şey anlamadım.,negative,RESTAURANT#GENERAL
1264,1264:3,O kabukları soymak ne kadar zor ki?,negative,FOOD#STYLE_OPTIONS
1264,1264:4,Hele de adını aldığın bir şeyde.,NULL,NULL
1264,1264:5,Sucuklu yumurtasında da sucuklar fazla pişmişti.,NULL,NULL
1265,1265:0,Herşeyine kefil Olduğum bir mekan.,positive,FOOD#QUALITY
1265,1265:1,Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,positive,RESTAURANT#GENERAL
1265,NULL,NULL,positive,SERVICE#GENERAL
1266,1266:0,"Adı üzerinde ""menemeni"" ile ünlü, sıcak, samimi, esnaf restoranı.",positive,RESTAURANT#PRICES
1266,1266:1,"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",positive,AMBIENCE#GENERAL
1266,1266:2,Karşısında da lokantası bulunuyor ama ben size derim ki gidin menemen ve bal kaymakla güzel bir kahvaltı yapın.,positive,FOOD#QUALITY
1266,1266:3,"Fiyatlar da gayet uygun, ortalamanın altında.",negative,DRINKS#QUALITY
1267,1267:0,"Sampi, avarajda olsa da, otobüs yolculuğu yapanların mutlaka uğradığı yerdir.",neutral,RESTAURANT#GENERAL
1267,1267:1,"Pideleri çeşitli, daha çok Karadeniz pidesi türünde.",positive,FOOD#STYLE_OPTIONS
1267,1267:2,"Özellikle gitmekten öte, denk gelince gidileceklerden bence.",NULL,NULL
1268,1268:0,Happy moon's ların yüz karası.,negative,LOCATION#GENERAL
1268,1268:1,Çalışanlar çok kötü.,negative,DRINKS#STYLE_OPTIONS
1268,1268:2,Lezzet sıfır.,negative,FOOD#QUALITY
1268,1268:3,Menüde alkol bulundurmayan tek gereksiz happy moon's.,negative,RESTAURANT#GENERAL
1268,1268:4,Olduğu sokaktaki siz masada yemek yerken ki yanınıza yapışanlarla da mücedele edemesi cabası.,negative,SERVICE#GENERAL
1269,1269:0,Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,positive,DRINKS#STYLE_OPTIONS
1269,1269:1,Aparatifleri de açliginizi yaristirmak için birebirdir.,positive,AMBIENCE#GENERAL
1269,1269:2,Nargilesi de mevcut olan mekan genelde hep doludur.,positive,FOOD#QUALITY
1270,1270:0,Kuru fasülye için tercih etmek gerek diye düsünülsede tereyagli pilavi çok daha dogal.,positive,FOOD#QUALITY
1270,1270:1,Kuru hakikaten lezzetli ama içindeki yagin margarin oldugunu hissediyorum.,positive,FOOD#STYLE_OPTIONS
1270,1270:2,Bu lezzetlerin yaninda verilen küçük aci biberler bence sofranin favorisi.,NULL,NULL
1271,1271:0,((( hayal kirikligi - Uzunlar'a ilk gittigimdeki tadi ikinci gidisimde bulamadim...,negative,RESTAURANT#GENERAL
1271,1271:1,Ilk gittigimde çok lezzetli gelen dürüm 2. gidisimde tam bir fiyaskoydu çok yagli oldugundan yiyemedik arkadaslarla aç kaldik resmen :,negative,FOOD#QUALITY
1271,1271:2,"((( Mekanin kalabalik olmasindan mi kaynakliydi bu dikkatsizlik anlam veremedim, bu kadar övgü almasina ragmen böyle olumsuz bir durum ilginç geldi.",NULL,NULL
1272,1272:0,Seyir terasi - Istanbul'u seyretmenin en çok keyif verdigi yerlerden biridir.,positive,AMBIENCE#GENERAL
1272,1272:1,Manzarasi sakinlestirir ve huzur verir.,positive,RESTAURANT#GENERAL
1272,1272:2,Personel ilgilidir.,positive,SERVICE#GENERAL
1272,1272:3,Burada kendinizi kötü hissetmezsiniz ve mutlu ayrilirsiniz.,NULL,NULL
1273,1273:0,"Lezzetli yemekler, rahat ortam ve uygun fiyatlar.",positive,RESTAURANT#PRICES
1273,1273:1,Tek sorunu ulaşımı birazcık sıkıntılı.,negative,LOCATION#GENERAL
1273,1273:2,Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık.,positive,AMBIENCE#GENERAL
1273,1273:3,Yemeğin ardından cafe ortamına devam edebilirsiniz.,positive,FOOD#QUALITY
1273,1273:4,"Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var.",positive,RESTAURANT#GENERAL
1273,1273:5,Gayet kullanışlı ve uygun.,NULL,NULL
1274,1274:0,Yazın daha da güzel olan mekan.,positive,RESTAURANT#GENERAL
1274,1274:1,en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,NULL,NULL
1275,1275:0,Manzaradan kurtaran bir mekan.,neutral,FOOD#QUALITY
1275,1275:1,Pek sevmedim acikcasi.,conflict,AMBIENCE#GENERAL
1275,1275:2,Kofteleri de cok cok mukemmel degil.,negative,RESTAURANT#GENERAL
1275,1275:3,Idare eder denilebilir.,negative,SERVICE#GENERAL
1275,1275:4,Guler yuz yok.,NULL,NULL
1275,1275:5,Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,NULL,NULL
1276,1276:0,Oturduğunuz sürece sürekli patlamış mısır getiriyorlar.,positive,FOOD#STYLE_OPTIONS
1276,1276:1,Durmazsanız bir saat içinde yaklaşık 10 kase falan yiyebilirsiniz.,positive,SERVICE#GENERAL
1276,1276:2,Ayrıca en son Premier League maçlarını da veriyorlardı.,NULL,NULL
1277,1277:0,"Kuru fasulyenin lezzetine diyecek söz yok, fiyatlar da makul sayılır ancak mekan düğün salonundan bozma.",positive,RESTAURANT#PRICES
1277,1277:1,En nihayetinde kuru fasulyeci ancak ortam daha zevkli hale getirilebilir.,negative,AMBIENCE#GENERAL
1277,NULL,NULL,positive,FOOD#QUALITY
1278,1278:0,"Mekanin konumu çok muhtesem konsept, hizmet ve ürünler vasat.",positive,LOCATION#GENERAL
1278,1278:1,- Anadolu hisarinda bir tarafi Göksu Deresi diger tarafi Istanbul Bogazinin akip giden masmavi sulari ama hepsi bu kadar.,negative,RESTAURANT#GENERAL
1278,1278:2,Ben farkli zamanlarda gittim ama mekanin kimligi enerjisi bana hitap etmiyor...,neutral,FOOD#QUALITY
1278,1278:3,Mutlaka müdavimleri vardir ama beni çekmiyor.,negative,SERVICE#GENERAL
1278,1278:4,Ama bu mekan iyi bir isletmeci ile söyle iyi bir sekilde elden geçse çok iyi isler çikar buradan...,NULL,NULL
1279,1279:0,Konum olarak aslinda çok güzel bir yerde.,positive,LOCATION#GENERAL
1279,1279:1,Belki mekanin üst kisminda otursaydik büyük bir ihtimal manzarada vardir ama biz maalesef otoparkta oturdugumuz için arabadan ve agaçtan bir sey göremedik.,positive,AMBIENCE#GENERAL
1279,1279:2,Sanirim ramazana özel bir uygulamaydi bu otoparkta masa.,neutral,FOOD#QUALITY
1279,1279:3,Eger gidecekseniz özellikle mekanin üst katlarinda olmasini isteyin.,NULL,NULL
1279,1279:4,Lezzet konusunda da aman aman bir lezzeti yoktu.,NULL,NULL
1279,1279:5,Manzarasi için giderim diyorsaniz denenebilir.,NULL,NULL
1280,1280:0,"Içi gayet sikici, kredi karti geçerli olmayan, çorbayi kase yerine düz tabakta servis eden, personeli asik suratli, etlerin sadece bir parça olarak geldigi ve neden bu kadar meshur oldugunu anlayamadigim gereksiz bir yer.",negative,FOOD#STYLE_OPTIONS
1280,NULL,NULL,negative,AMBIENCE#GENERAL
1280,NULL,NULL,negative,RESTAURANT#GENERAL
1280,NULL,NULL,negative,SERVICE#GENERAL
1281,1281:0,"Son derece kotu servis, anlatilamayacak kadar hizmet sekorunden uzak, baska bir dunyada personel.",negative,SERVICE#GENERAL
1281,1281:1,Bir kebapci icin olmazsa olmaz olan iyi servis ve guleryuzlu ilgili personeli burda hayal bile etmeyin.,NULL,NULL
1281,1281:2,"Servis de personel de koca bir ""0""",NULL,NULL
1282,1282:0,servis yavastu .,negative,RESTAURANT#GENERAL
1282,1282:1,garson a nie yavas oldugunu sordugumda 500 kisi var normaldir cvbini aldim.,negative,SERVICE#GENERAL
1282,1282:2,marifet bes yuz kisi almakta degil bunlar :,NULL,NULL
1282,1282:3,hizli sunabilmekte...,NULL,NULL
1282,1282:4,kesinlikle tercih etmicem bi daha,NULL,NULL
1283,1283:0,"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.",negative,AMBIENCE#GENERAL
1283,NULL,NULL,negative,FOOD#QUALITY
1284,1284:0,Rezalet otesi bir mekan.,positive,AMBIENCE#GENERAL
1284,1284:1,Cok kaba saba garsonlari ve hizmeti olan dandik bir mekan.,negative,RESTAURANT#GENERAL
1284,1284:2,"Manzarasi disinda tirt, sunumu da berbat gercekten.",negative,SERVICE#GENERAL
1284,1284:3,Tatli yemek istedik kalkin baska yere oturun dedi terbiyesizler.,NULL,NULL
1285,1285:0,Tevazuya gerek yok abartı da değil.,negative,DRINKS#STYLE_OPTIONS
1285,1285:1,İstanbulun en iyi dönerini yapıyorlar.,positive,FOOD#QUALITY
1285,1285:2,Kaliteli lezzeti zaten biz değerlendiremeyiz.,neutral,RESTAURANT#GENERAL
1285,1285:3,Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar.,positive,SERVICE#GENERAL
1285,1285:4,"Dönerin yanındaki patates, salata bile süper.",NULL,NULL
1285,1285:5,Havuç dilimi tatlı da denenebilir.,NULL,NULL
1285,1285:6,Tek eksik ayranı kendilerinin yapmaması.,NULL,NULL
1285,1285:7,Böyle bir yer için el yapımı ayran şart.,NULL,NULL
1286,1286:0,"Mekan çok güzel, menüde 10larca seçenek var ama malesef yemekler lezzetli değil.",negative,RESTAURANT#GENERAL
1286,1286:1,Tüm puanı mekan hakediyor.,positive,DRINKS#QUALITY
1286,1286:2,Kahve içmek isterseniz güzel bir tercih ama yemek yemek için aynı şeyi söyleyemeyeceğim,positive,AMBIENCE#GENERAL
1286,NULL,NULL,negative,FOOD#QUALITY
1286,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1287,1287:0,Büyük porsiyonlar anca bir normal porsiyon olduğunda küçük pizzalari tavsiye edemem.,negative,RESTAURANT#PRICES
1287,1287:1,Anca atıştırmalik olur.,positive,AMBIENCE#GENERAL
1287,1287:2,Ortam olarak baya küçük bir dükkân ve ortaköye uygun.,negative,FOOD#QUALITY
1287,1287:3,Hamur biraz fazla inceydi ve peynir daha bol olabilir.,negative,FOOD#STYLE_OPTIONS
1287,1287:4,Domates sosu malesef çok zayif kaldi ve pizzanin seviyesini düşürüyor.,NULL,NULL
1287,1287:5,Fiyatlar orta ile yüksek arasi.,NULL,NULL
1288,1288:0,"Kendi biralarını çoğunluğun aksine pek beğenmedim, hatta ilk defa bir birayı bitiremedim.",negative,DRINKS#QUALITY
1288,1288:1,"Biraz boğucu bir mekan, haftasonlari özellikle çok kalabalık oluyor.",negative,AMBIENCE#GENERAL
1289,1289:0,Kalabalığın içinde hiç beklenmeyecek kadar ferah ve güzel bir mekan.,positive,AMBIENCE#GENERAL
1289,1289:1,"Bunun dışında, her ne kadar çoğu zaman talebi karşılamasa da sundukları bira menüsü burayı çok çekici kılıyor.",positive,DRINKS#QUALITY
1289,1289:2,Yemekleri de çeşit konusunda çok zengin değil ama lezzetli.,positive,FOOD#QUALITY
1289,1289:3,"Denediklerimizden, Tavuk Schnitzel mükemmel, Tavuklu Wrap harikaydı!",negative,RESTAURANT#GENERAL
1289,1289:4,Bir de çeşitli homemade ice tea ve limonataları gerçekten başarılı :,negative,FOOD#STYLE_OPTIONS
1289,NULL,NULL,positive,DRINKS#STYLE_OPTIONS
1290,1290:0,Etleri mezeleri basarili ama porsiyonlar inanilmaz buyuk.,negative,FOOD#PRICES
1290,1290:1,3 kisi 2 kisi icin getirdiklerini rahatlikla yiyebilir.,positive,FOOD#QUALITY
